index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
104,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0104_bfdec697030f.jpg,pin_0104_bfdec697030f.jpg,1280,958,1.3361,landscape,186.718,197.353,221.205,0.7721,0.1605,0.183,40.6388,0.1269,e3e47f9b194a0e60,11
105,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0105_72e1a3ec507b.jpg,pin_0105_72e1a3ec507b.jpg,1200,960,1.25,landscape,144.979,130.713,126.879,0.5276,0.1716,0.2184,31.6374,0.116,ddc0e22d96729965,8
106,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0106_d80c2b9d2a3b.jpg,pin_0106_d80c2b9d2a3b.jpg,735,727,1.011,square-ish,168.507,186.872,231.421,0.7311,0.2671,0.1438,44.1878,0.0905,c6917b661f641999,2
107,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0107_ca8b1ec782ea.jpg,pin_0107_ca8b1ec782ea.jpg,440,302,1.457,landscape,177.426,141.64,115.123,0.5856,0.3788,0.2085,74.1651,0.1475,aeb87408e6cbe493,10
108,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0108_5a94fe16e0be.jpg,pin_0108_5a94fe16e0be.jpg,480,514,0.9339,square-ish,157.792,131.36,75.085,0.521,0.6035,0.2598,76.7979,0.2369,eec190d4a3a8edaa,10
109,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0109_3ebf7c099eae.jpg,pin_0109_3ebf7c099eae.jpg,410,410,1.0,square-ish,199.857,171.255,160.781,0.7005,0.2519,0.2207,48.356,0.0868,b8b838c966e63399,2
110,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0110_2fb978297530.jpg,pin_0110_2fb978297530.jpg,600,461,1.3015,landscape,145.931,153.334,137.809,0.5856,0.2326,0.238,41.3436,0.0656,bbc106ce3620d8bf,8
111,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0111_015c9d9bc29c.jpg,pin_0111_015c9d9bc29c.jpg,427,500,0.854,square-ish,203.73,175.774,156.287,0.7134,0.3363,0.2054,67.5142,0.0451,bcd5d2c88d49ccc6,2
112,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0112_55b07efdf88e.jpg,pin_0112_55b07efdf88e.jpg,263,280,0.9393,square-ish,173.999,90.404,103.47,0.4584,0.5331,0.0955,56.0592,0.0182,ca26f51a429939ed,4
113,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0113_52f43f42c4c5.gif,pin_0113_52f43f42c4c5.gif,481,480,1.0021,square-ish,185.182,152.903,104.191,0.6157,0.4823,0.226,84.722,0.1542,c0c83fd679b4f2a0,10
114,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0114_d4994f09ec77.jpg,pin_0114_d4994f09ec77.jpg,735,492,1.4939,landscape,172.944,121.054,63.543,0.5099,0.6512,0.1696,80.3337,0.1579,c1e097d96937b134,10
115,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0115_208d5a76029d.jpg,pin_0115_208d5a76029d.jpg,828,967,0.8563,square-ish,120.69,97.215,88.255,0.4048,0.3435,0.2921,35.0071,0.1659,d1f490732d35370d,6
116,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0116_2612d40a3e1e.jpg,pin_0116_2612d40a3e1e.jpg,476,1129,0.4216,portrait,229.265,229.265,229.265,0.8991,0.0,0.1511,0.0,0.16,af9234a57985395a,11
117,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0117_f1c300daa27c.jpg,pin_0117_f1c300daa27c.jpg,1536,2048,0.75,portrait,64.497,58.89,78.607,0.2463,0.3136,0.1032,29.9381,0.0396,ba3055cf15ebc88c,0
118,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0118_e68f05cbbabb.jpg,pin_0118_e68f05cbbabb.jpg,1728,1200,1.44,landscape,197.802,173.466,175.846,0.7099,0.2007,0.3143,39.4808,0.128,b56c61b3b098c9b3,3
119,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0119_0236c0b46517.jpg,pin_0119_0236c0b46517.jpg,735,524,1.4027,landscape,183.699,180.994,174.129,0.7099,0.0853,0.1791,19.1499,0.0905,94d16b4c3c4b969e,11
120,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0120_bc189014aa18.webp,pin_0120_bc189014aa18.webp,1125,1035,1.087,square-ish,231.517,227.015,227.616,0.8957,0.0443,0.1935,15.5026,0.0713,ea639d9c644b3325,11
121,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0121_d1a59da713d7.jpg,pin_0121_d1a59da713d7.jpg,474,474,1.0,square-ish,176.049,148.554,100.904,0.5935,0.5114,0.24,100.6357,0.1986,d2d24b053a6d8d37,10
122,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0122_1fed055ea937.jpg,pin_0122_1fed055ea937.jpg,1290,829,1.5561,landscape,93.564,92.82,105.677,0.3706,0.2361,0.2096,19.513,0.1369,93642c9c9366bd1b,8
123,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0123_28a439f7d00a.jpg,pin_0123_28a439f7d00a.jpg,1179,1131,1.0424,square-ish,164.055,158.453,152.937,0.6255,0.1696,0.2134,23.8335,0.0963,9f7c7083c906a7b1,2
124,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0124_11e1b6ad9e74.jpg,pin_0124_11e1b6ad9e74.jpg,2020,2048,0.9863,square-ish,234.457,234.457,234.457,0.9194,0.0,0.1971,0.0,0.0971,ecb6924885c9ceb5,11
125,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0125_30867e487467.jpg,pin_0125_30867e487467.jpg,1200,1800,0.6667,portrait,70.179,70.179,70.179,0.2752,0.0,0.2244,0.0,0.0606,885f30d94eb4599e,1
126,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0126_275b097688ee.jpg,pin_0126_275b097688ee.jpg,1137,1825,0.623,portrait,134.699,114.818,96.497,0.4654,0.3389,0.2242,26.7393,0.0656,bef1e0a23722d2c3,9
127,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0127_3e812b847260.jpg,pin_0127_3e812b847260.jpg,580,705,0.8227,square-ish,138.238,137.129,131.245,0.5364,0.316,0.2293,36.9519,0.0852,bab244713f8fc8e0,2
128,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0128_e7624f6ab4b9.jpg,pin_0128_e7624f6ab4b9.jpg,720,722,0.9972,square-ish,148.129,146.061,143.926,0.5743,0.1568,0.2433,20.7691,0.1335,e1e55142dcde2f82,7
129,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0129_854140094047.jpg,pin_0129_854140094047.jpg,2000,2000,1.0,square-ish,62.807,95.108,103.428,0.3388,0.5653,0.2955,72.219,0.1686,a24f6ca44fac9c95,6
130,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0130_294da344909f.jpg,pin_0130_294da344909f.jpg,2048,2048,1.0,square-ish,60.85,33.726,27.372,0.1613,0.6914,0.2072,67.2723,0.0748,9a33332cec89f326,4
131,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0131_23ebbc576081.jpg,pin_0131_23ebbc576081.jpg,680,606,1.1221,square-ish,94.261,94.452,93.433,0.3697,0.0955,0.2221,7.8526,0.058,8fe23198ceb4ce46,1
132,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0132_f510e9a8de99.jpg,pin_0132_f510e9a8de99.jpg,1957,2894,0.6762,portrait,118.762,107.516,93.686,0.4287,0.2105,0.3134,25.9594,0.059,a0f6c28d7d589359,9
133,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0133_1101826cf5f8.png,pin_0133_1101826cf5f8.png,600,571,1.0508,square-ish,188.462,175.471,167.417,0.6998,0.2773,0.3077,87.3922,0.132,aeb59166664cb193,10
134,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0134_c791eb18dca1.jpg,pin_0134_c791eb18dca1.jpg,544,544,1.0,square-ish,208.23,181.019,183.187,0.7428,0.2285,0.3462,49.6942,0.036,bcf0d30fcc0cf434,3
135,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0135_a44f8a9c96bf.jpg,pin_0135_a44f8a9c96bf.jpg,736,736,1.0,square-ish,111.516,111.129,88.575,0.4261,0.2551,0.3425,33.9573,0.0926,9b6671a4cfab5148,5
136,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0136_481d89cbddca.jpg,pin_0136_481d89cbddca.jpg,1440,1440,1.0,square-ish,135.136,111.899,80.664,0.4522,0.5349,0.3326,41.7743,0.0897,a5b34de5418ddc0d,4
137,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0137_59747975d22b.jpg,pin_0137_59747975d22b.jpg,600,450,1.3333,landscape,136.405,121.361,114.616,0.4906,0.2004,0.2562,35.7935,0.1837,a7eac8aab7c024bc,6
138,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0138_b4176074333f.jpg,pin_0138_b4176074333f.jpg,797,1200,0.6642,portrait,57.608,67.212,57.443,0.248,0.2859,0.2453,21.9012,0.1071,9a3c636a9e921dc3,9
139,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0139_aacb964042de.jpg,pin_0139_aacb964042de.jpg,600,600,1.0,square-ish,119.036,106.11,106.684,0.4315,0.1926,0.2013,28.3175,0.0527,eec9712256ae72e0,1
140,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0140_54f670005ed7.jpg,pin_0140_54f670005ed7.jpg,900,1200,0.75,portrait,149.524,151.757,127.787,0.5818,0.2369,0.2672,36.1044,0.155,a86da6654586c67e,7
141,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0141_5e8496d033e3.jpg,pin_0141_5e8496d033e3.jpg,736,710,1.0366,square-ish,135.894,104.782,91.271,0.4413,0.4308,0.2507,43.3347,0.0439,af9c42bdc6e20569,4
142,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0142_68e2816e520c.jpg,pin_0142_68e2816e520c.jpg,945,717,1.318,landscape,81.826,75.686,66.662,0.2999,0.3233,0.1887,19.5535,0.0986,c578722ce187792b,1
143,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0143_e5e030246fbf.jpg,pin_0143_e5e030246fbf.jpg,1488,1984,0.75,portrait,164.118,89.792,44.505,0.419,0.7671,0.2651,99.1527,0.0148,c1c31f3042bfacbc,4
144,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0144_fe0c0e89348c.jpg,pin_0144_fe0c0e89348c.jpg,1080,709,1.5233,landscape,140.276,105.26,87.784,0.446,0.4489,0.2499,61.5819,0.0648,cff3e8c4ce352818,8
145,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0145_e8bea96e640c.jpg,pin_0145_e8bea96e640c.jpg,1258,710,1.7718,landscape,96.4,68.675,35.763,0.2871,0.6459,0.2192,53.4457,0.0869,c87c31f1998e9c39,4
146,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0146_05d1683947d6.png,pin_0146_05d1683947d6.png,750,764,0.9817,square-ish,125.723,91.753,60.24,0.3856,0.5595,0.301,64.2901,0.0974,c4327bc14b0f3a3b,4
147,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0147_bd3f75d5ee20.jpg,pin_0147_bd3f75d5ee20.jpg,837,720,1.1625,square-ish,101.349,59.865,34.415,0.272,0.5633,0.2576,82.1632,0.0572,931098c7736f66d2,4
148,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0148_8b1aab54b827.jpg,pin_0148_8b1aab54b827.jpg,640,480,1.3333,landscape,81.547,66.308,37.627,0.2651,0.5727,0.2255,50.0308,0.1027,fc3e08ec7788b452,4
149,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0149_bfa24479a37a.jpg,pin_0149_bfa24479a37a.jpg,922,1450,0.6359,portrait,174.625,173.522,147.72,0.6704,0.2057,0.2486,42.8916,0.1153,812b34b75aeac9b4,7
150,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0150_bb53d8d6f8da.jpg,pin_0150_bb53d8d6f8da.jpg,356,360,0.9889,square-ish,158.58,31.349,33.401,0.273,0.8733,0.2091,89.1786,0.0306,aaa4fbf580df018a,4
151,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0151_19f29003890f.jpg,pin_0151_19f29003890f.jpg,225,225,1.0,square-ish,126.036,116.256,106.43,0.4631,0.2012,0.2382,14.8527,0.0211,afd294a5c09dca9a,1
152,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0152_46ba7b74dc96.jpg,pin_0152_46ba7b74dc96.jpg,750,591,1.269,landscape,172.385,172.468,166.965,0.6738,0.0721,0.2791,9.124,0.0374,faa59e8197dac025,3
153,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0153_6ae3ea3d85e0.jpg,pin_0153_6ae3ea3d85e0.jpg,474,356,1.3315,landscape,184.483,177.444,173.794,0.7026,0.1286,0.323,17.6173,0.1325,e9d7cc8294ed0e29,3
154,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0154_de371fd8da71.jpg,pin_0154_de371fd8da71.jpg,626,900,0.6956,portrait,153.772,120.706,100.043,0.5029,0.473,0.1804,73.6132,0.1679,8c3776f01d516647,10
155,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0155_135ad87321a3.jpg,pin_0155_135ad87321a3.jpg,1085,1079,1.0056,square-ish,116.245,105.023,99.416,0.4226,0.1937,0.2235,13.6889,0.009,ef949ae1819215cf,1
156,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0156_4025c31e1f6f.jpg,pin_0156_4025c31e1f6f.jpg,1200,1178,1.0187,square-ish,153.124,146.607,147.612,0.583,0.4268,0.2768,83.1195,0.1782,c475b2747f197828,10
157,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0157_10169c2bbcec.jpg,pin_0157_10169c2bbcec.jpg,625,612,1.0212,square-ish,103.064,96.232,91.852,0.3836,0.2101,0.1916,23.4944,0.0117,ff4d9ae080ba21e9,1
158,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0158_8bea4fb8b1cb.jpg,pin_0158_8bea4fb8b1cb.jpg,1284,1170,1.0974,square-ish,127.568,112.63,109.363,0.4577,0.2194,0.2373,19.1659,0.0193,ff94a491d1e48aca,1
159,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0159_80235c9874cd.jpg,pin_0159_80235c9874cd.jpg,736,742,0.9919,square-ish,149.748,136.671,126.296,0.5467,0.1892,0.2344,28.5785,0.1278,cd52b08f8fb84a35,7
160,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0160_9a60a5ffc493.jpg,pin_0160_9a60a5ffc493.jpg,1920,1859,1.0328,square-ish,99.62,77.133,102.66,0.3403,0.3995,0.2461,26.213,0.0547,c3e4f01a1b8f1f1c,1
161,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0161_975ecc310969.png,pin_0161_975ecc310969.png,1024,1024,1.0,square-ish,73.508,63.639,53.008,0.2564,0.2524,0.2622,33.2273,0.1481,c5323e3c786c132f,6
162,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0162_5df875a42036.jpg,pin_0162_5df875a42036.jpg,735,539,1.3636,landscape,99.712,101.528,105.625,0.3979,0.2076,0.2473,16.3602,0.0979,c4c79c7033a7738c,8
163,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0163_f14b08bb5e61.jpg,pin_0163_f14b08bb5e61.jpg,503,489,1.0286,square-ish,50.365,42.497,36.918,0.1734,0.3244,0.2541,23.5884,0.1394,c6303e3ddf603236,0
164,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0164_512c750d5bcb.jpg,pin_0164_512c750d5bcb.jpg,1206,1206,1.0,square-ish,176.378,168.163,144.99,0.6586,0.2532,0.2544,35.3146,0.0917,a4b512c3b54f8975,2
165,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0165_2ed17105ae1d.jpg,pin_0165_2ed17105ae1d.jpg,735,471,1.5605,landscape,93.885,110.011,125.855,0.4196,0.3574,0.2294,36.84,0.0956,841eb1312f87957b,8
166,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0166_2f24c3683309.jpg,pin_0166_2f24c3683309.jpg,1686,1230,1.3707,landscape,137.359,150.518,169.571,0.5833,0.2309,0.2107,18.9356,0.0553,de206f58518fbc31,8
167,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0167_4450ab7edf31.jpg,pin_0167_4450ab7edf31.jpg,1345,1541,0.8728,square-ish,194.934,184.069,176.787,0.7313,0.204,0.197,38.2612,0.2063,af1e9c90993ed851,7
168,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0168_ce2ae816e5fc.jpg,pin_0168_ce2ae816e5fc.jpg,1596,2048,0.7793,portrait,117.886,114.873,105.679,0.4499,0.1437,0.3946,46.3281,0.1732,d02b3f783c706995,5
169,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0169_e50cd9fe4ebe.jpg,pin_0169_e50cd9fe4ebe.jpg,650,959,0.6778,portrait,172.649,171.259,169.871,0.6726,0.0499,0.4527,10.2347,0.0623,f289b562c95ac336,5
170,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0170_38c34cc2c384.jpg,pin_0170_38c34cc2c384.jpg,636,1075,0.5916,portrait,206.129,185.399,172.358,0.7455,0.2566,0.2928,61.3266,0.1364,ab7dc022e59af207,7
171,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0171_1d6a6158e068.jpg,pin_0171_1d6a6158e068.jpg,736,1104,0.6667,portrait,20.295,20.713,15.601,0.0783,0.3989,0.1168,11.2174,0.017,8a6a555d8aa257d5,0
172,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0172_52ff6c4965f9.jpg,pin_0172_52ff6c4965f9.jpg,1050,1050,1.0,square-ish,174.208,166.757,173.36,0.6656,0.1343,0.265,23.5009,0.1492,cbd24d555685b49a,3
173,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0173_326969207906.jpg,pin_0173_326969207906.jpg,680,561,1.2121,square-ish,235.843,235.843,235.843,0.9249,0.0,0.1964,0.0,0.0821,e63399656663334c,11
174,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0174_8cf5cd30b315.jpg,pin_0174_8cf5cd30b315.jpg,735,730,1.0068,square-ish,129.431,130.563,114.093,0.5033,0.2501,0.1864,23.8049,0.0524,99e4e09beca29b4c,2
175,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0175_5037c16b5e77.jpg,pin_0175_5037c16b5e77.jpg,3024,4032,0.75,portrait,168.451,166.027,161.872,0.6519,0.0547,0.1225,8.4801,0.0585,e9db876412712dc9,2
176,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0176_61fd0b5401d7.jpg,pin_0176_61fd0b5401d7.jpg,1080,1920,0.5625,portrait,146.408,146.408,146.408,0.5741,0.0,0.3032,0.0,0.1953,91d8ffe0cf07308c,7
177,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0177_d03b578cc3d8.jpg,pin_0177_d03b578cc3d8.jpg,426,600,0.71,portrait,214.761,211.562,209.778,0.8326,0.0466,0.2833,12.9798,0.1193,e99f9660cd987286,3
178,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0178_3494bf20713b.jpg,pin_0178_3494bf20713b.jpg,1440,1920,0.75,portrait,87.969,79.103,72.424,0.3176,0.2012,0.2754,22.8587,0.0669,c497da8a2f5a23a5,9
179,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0179_be07f707315d.jpg,pin_0179_be07f707315d.jpg,524,786,0.6667,portrait,211.005,205.259,195.103,0.8072,0.075,0.2122,10.1045,0.2307,ae2d632b76e4d085,3
180,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0180_1d3827825ba9.jpg,pin_0180_1d3827825ba9.jpg,1506,2047,0.7357,portrait,216.198,191.19,192.503,0.7797,0.1609,0.2665,45.5801,0.0881,b8d123b3c986e78c,3
181,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0181_6eda04232015.jpg,pin_0181_6eda04232015.jpg,736,736,1.0,square-ish,197.972,191.56,183.529,0.7551,0.1491,0.321,25.8775,0.0606,ea9595a24e6a6963,3
182,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0182_af4be9b0dd73.jpg,pin_0182_af4be9b0dd73.jpg,1200,1200,1.0,square-ish,233.827,232.38,231.106,0.9124,0.0316,0.2373,9.8858,0.0265,b2dccd67313330cc,11
183,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0183_01b045b5f827.jpg,pin_0183_01b045b5f827.jpg,749,936,0.8002,portrait,201.647,201.647,201.647,0.7908,0.0,0.2659,0.0,0.1635,eb63cd0f86909cc6,3
184,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0184_8ee01b8e3b98.jpg,pin_0184_8ee01b8e3b98.jpg,1293,2020,0.6401,portrait,220.263,204.162,202.836,0.8189,0.1126,0.2398,32.816,0.0703,e59686499ac2c99f,3
185,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0185_4cdab02d4778.jpg,pin_0185_4cdab02d4778.jpg,736,1309,0.5623,portrait,199.492,184.116,158.045,0.7284,0.2546,0.2409,36.8295,0.0909,e8f90587da5a8c39,7
186,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0186_b83bfd910399.jpg,pin_0186_b83bfd910399.jpg,735,751,0.9787,square-ish,216.746,215.196,208.298,0.8427,0.0726,0.2497,22.313,0.0814,bfc037d01ce2e13c,3
187,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0187_991fe624a40e.jpg,pin_0187_991fe624a40e.jpg,1069,1069,1.0,square-ish,186.064,157.782,136.251,0.6425,0.2905,0.1618,21.1171,0.0854,ac36d3d1c88b173c,2
188,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0188_88918caae216.png,pin_0188_88918caae216.png,3464,3464,1.0,square-ish,120.431,118.622,109.324,0.4632,0.5935,0.2624,94.2713,0.2171,912ac44559ab7eea,10
189,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0189_b8df74c31c2c.jpg,pin_0189_b8df74c31c2c.jpg,1080,1350,0.8,portrait,77.263,77.432,83.783,0.3063,0.4126,0.1876,44.187,0.1619,e0b11b78b387c07e,6
190,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0190_8d1f9edaf33a.jpg,pin_0190_8d1f9edaf33a.jpg,584,553,1.0561,square-ish,109.581,103.072,96.385,0.4089,0.2508,0.26,23.0378,0.1513,fd272692d9d8a443,6
191,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0191_03c701472607.jpg,pin_0191_03c701472607.jpg,736,736,1.0,square-ish,157.029,157.191,157.182,0.6162,0.0374,0.4313,1.8585,0.123,adf0b662c2679386,5
192,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0192_2d568d02a38c.jpg,pin_0192_2d568d02a38c.jpg,736,736,1.0,square-ish,238.983,238.208,237.933,0.9349,0.0119,0.1962,4.8482,0.0417,b1cece39c6c63831,11
193,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0193_e5c0b9dcd217.jpg,pin_0193_e5c0b9dcd217.jpg,540,540,1.0,square-ish,203.895,194.124,193.41,0.7724,0.1147,0.2155,27.1804,0.082,a146de949369d9a3,3
194,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0194_6a480fd654d2.jpg,pin_0194_6a480fd654d2.jpg,736,736,1.0,square-ish,140.318,142.131,136.889,0.5529,0.3261,0.2316,35.277,0.0497,a11b4f3c24357c9b,2
195,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0195_57cdc66be593.jpg,pin_0195_57cdc66be593.jpg,736,736,1.0,square-ish,109.695,101.112,79.682,0.397,0.367,0.2263,27.3466,0.1051,e858c29f8d727364,1
196,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0196_ec883081e0a1.jpg,pin_0196_ec883081e0a1.jpg,980,1440,0.6806,portrait,217.805,206.153,193.929,0.8168,0.1835,0.171,50.9854,0.1374,be89e05c870dc69d,11
197,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0197_e3fd6cadef57.jpg,pin_0197_e3fd6cadef57.jpg,2444,2444,1.0,square-ish,153.992,153.99,154.002,0.6039,0.0001,0.4301,0.1726,0.1389,e9e3c486da99568c,5
198,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0198_21ea6c9b77f5.jpg,pin_0198_21ea6c9b77f5.jpg,1080,1407,0.7676,portrait,218.733,218.733,218.733,0.8578,0.0,0.1023,0.0,0.1285,bde9874a87a621d1,11
199,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0199_ad43822a40cd.jpg,pin_0199_ad43822a40cd.jpg,859,1200,0.7158,portrait,122.964,90.638,83.852,0.3903,0.5323,0.2426,75.2916,0.3038,9ab2d28d7d6526c8,6
200,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0200_c988dbc26cc6.png,pin_0200_c988dbc26cc6.png,2080,1398,1.4878,landscape,61.104,75.778,89.249,0.286,0.3954,0.1792,38.131,0.0564,952437c763986c67,1
201,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0201_8eeb07872e65.jpg,pin_0201_8eeb07872e65.jpg,736,1068,0.6891,portrait,131.057,118.699,119.394,0.4803,0.1718,0.3168,30.0261,0.1792,bf34b0c28fc9c718,7
202,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0202_1e9170d99cf1.jpg,pin_0202_1e9170d99cf1.jpg,1242,1209,1.0273,square-ish,126.417,166.442,174.079,0.6092,0.4129,0.2591,68.1956,0.0297,a33e434d5f4277a0,10
203,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0203_4b39cca7f219.jpg,pin_0203_4b39cca7f219.jpg,1280,960,1.3333,landscape,183.855,132.954,76.783,0.556,0.5889,0.2577,91.0906,0.0836,d0ff663388c43bc4,10
204,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0204_5e6ab44a0901.jpg,pin_0204_5e6ab44a0901.jpg,1313,1579,0.8315,square-ish,147.693,156.548,164.187,0.607,0.2135,0.2394,33.4352,0.0918,95cd3a18f02b638f,2
205,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0205_0146956948c6.jpg,pin_0205_0146956948c6.jpg,735,590,1.2458,landscape,214.438,201.943,192.781,0.8024,0.1276,0.1768,35.2637,0.0293,bec7c2083b33cc96,11
206,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_0206_e3f5ebf53425.jpg,pin_0206_e3f5ebf53425.jpg,640,352,1.8182,landscape,145.879,161.367,193.271,0.6289,0.2589,0.1732,35.9995,0.0838,be678cc3848c65d6,8
