index,path,filename,width,height,aspect,orientation,mean_r,mean_g,mean_b,brightness,saturation,contrast,colorfulness,edge_density,phash,cluster
1323,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1323_fad22833c4e8.jpg,pin_1323_fad22833c4e8.jpg,736,736,1.0,square-ish,207.776,172.036,172.644,0.7169,0.2179,0.1718,37.4749,0.0236,d831e0c6c6bb719c,2
1324,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1324_d61861459665.jpg,pin_1324_d61861459665.jpg,640,640,1.0,square-ish,94.155,86.368,78.285,0.3442,0.2995,0.1798,28.0914,0.0709,d4e9c385bdb93406,1
1325,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1325_674cfa1d93bf.jpg,pin_1325_674cfa1d93bf.jpg,1079,975,1.1067,square-ish,81.033,79.841,97.55,0.3224,0.4364,0.1367,49.1176,0.0458,b2a0cb979178dc69,4
1326,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1326_b3fb4f1fa7fb.jpg,pin_1326_b3fb4f1fa7fb.jpg,541,879,0.6155,portrait,123.554,117.874,115.713,0.4679,0.057,0.3665,14.2925,0.053,f88c1eca2b7d2925,5
1327,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1327_b7f4a45534d6.jpg,pin_1327_b7f4a45534d6.jpg,474,474,1.0,square-ish,170.316,143.398,127.89,0.587,0.3603,0.2542,41.3506,0.0621,f43ac1639c47391e,2
1328,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1328_6a134f17f214.png,pin_1328_6a134f17f214.png,1536,2048,0.75,portrait,215.862,221.997,232.373,0.8691,0.1026,0.1443,17.002,0.0498,b8c79630691a37cd,11
1329,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1329_984ade77fbc7.jpg,pin_1329_984ade77fbc7.jpg,736,736,1.0,square-ish,99.116,91.949,87.332,0.3669,0.2503,0.2358,22.0303,0.0483,dc7e267378a3700c,1
1330,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1330_82b3a9d2e0f8.jpg,pin_1330_82b3a9d2e0f8.jpg,736,736,1.0,square-ish,11.702,12.599,13.364,0.0486,0.1393,0.0952,3.6855,0.026,ce4e7131f2338cc6,0
1331,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1331_decfd613f4aa.jpg,pin_1331_decfd613f4aa.jpg,1179,981,1.2018,square-ish,208.878,204.421,195.317,0.803,0.146,0.2844,34.3381,0.0422,b9ccc6331ec8924f,3
1332,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1332_2fab2c102c44.jpg,pin_1332_2fab2c102c44.jpg,1280,958,1.3361,landscape,114.515,107.31,104.156,0.428,0.1326,0.3199,17.077,0.0489,a6cd3938aed829d2,5
1333,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1333_6cc5adc84b39.jpg,pin_1333_6cc5adc84b39.jpg,1080,1920,0.5625,portrait,175.618,161.674,144.675,0.6427,0.1964,0.2069,24.1409,0.0938,b4554ea8818f9b9b,7
1334,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1334_fbafb6ff4aa1.jpg,pin_1334_fbafb6ff4aa1.jpg,1017,1518,0.67,portrait,123.371,114.399,103.211,0.4542,0.2664,0.2652,28.7327,0.1038,90cb6edb393c9611,9
1335,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1335_abfa703e901c.jpg,pin_1335_abfa703e901c.jpg,676,649,1.0416,square-ish,129.628,119.492,119.353,0.4805,0.1693,0.279,32.5469,0.0537,e51ae6089bc5263f,5
1336,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1336_31024095fd0f.jpg,pin_1336_31024095fd0f.jpg,1440,1432,1.0056,square-ish,146.503,152.566,161.488,0.5952,0.138,0.2523,21.5819,0.0711,a0f5824ede80bf2d,2
1337,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1337_6dd0071ae2ed.png,pin_1337_6dd0071ae2ed.png,389,478,0.8138,portrait,138.102,128.781,119.821,0.512,0.1146,0.3221,19.9731,0.0526,85a453e641d77f42,5
1338,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1338_319cc0058b6e.jpg,pin_1338_319cc0058b6e.jpg,1280,1003,1.2762,landscape,78.323,70.931,64.381,0.284,0.2666,0.2541,16.7609,0.0511,dbcdae0762311e0e,1
1339,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1339_7019ad87d330.jpg,pin_1339_7019ad87d330.jpg,1079,1084,0.9954,square-ish,151.725,87.878,89.168,0.42,0.4406,0.1554,72.7942,0.0299,c19f36f019c53b62,4
1340,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1340_f3605f0b1699.jpg,pin_1340_f3605f0b1699.jpg,750,915,0.8197,portrait,170.469,153.427,128.967,0.6109,0.2564,0.2023,26.2625,0.0397,b9e6c69e39984319,2
1341,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1341_57af5ad509d4.jpg,pin_1341_57af5ad509d4.jpg,550,369,1.4905,landscape,103.835,72.901,50.418,0.3121,0.5479,0.1595,37.879,0.0586,ffc76264916229a9,4
1342,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1342_d7fb74ea3817.jpg,pin_1342_d7fb74ea3817.jpg,736,1003,0.7338,portrait,87.332,78.691,75.124,0.3171,0.2102,0.2871,20.3735,0.0952,c3918d6c7c4e36a3,9
1343,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1343_7299b76afec8.jpg,pin_1343_7299b76afec8.jpg,637,718,0.8872,square-ish,202.152,160.87,124.671,0.6631,0.3882,0.1892,58.5386,0.0403,d78709df36786019,2
1344,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1344_5dd2023cf83c.jpg,pin_1344_5dd2023cf83c.jpg,564,705,0.8,portrait,77.03,70.296,69.666,0.2833,0.2111,0.1803,14.2229,0.1477,992673f1cbe00cd3,9
1345,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1345_75494a3adc49.jpg,pin_1345_75494a3adc49.jpg,640,1136,0.5634,portrait,177.758,153.596,129.088,0.6198,0.2895,0.1341,31.8673,0.0451,e589b2e69b912726,2
1346,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1346_88965add6eb4.jpg,pin_1346_88965add6eb4.jpg,736,1104,0.6667,portrait,110.877,87.949,64.468,0.3613,0.3808,0.2413,46.3076,0.0702,c039e3671e3971c6,9
1347,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1347_7b3317f305ec.jpg,pin_1347_7b3317f305ec.jpg,1632,1224,1.3333,landscape,157.319,149.09,139.508,0.59,0.1248,0.1717,13.6315,0.0357,bdf7c036870b9a24,2
1348,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1348_d32047236df3.jpg,pin_1348_d32047236df3.jpg,749,1120,0.6687,portrait,62.143,48.491,30.012,0.198,0.5384,0.1445,28.9362,0.0404,b09a2d6d64929d79,0
1349,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1349_7c77265821b2.jpg,pin_1349_7c77265821b2.jpg,1290,1373,0.9395,square-ish,132.233,118.573,112.509,0.4784,0.2359,0.278,26.7833,0.0519,f4d7df8183d0483c,5
1350,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1350_3413846dd038.jpg,pin_1350_3413846dd038.jpg,392,513,0.7641,portrait,95.271,99.978,110.197,0.3911,0.1571,0.2189,28.1105,0.0907,8b999575c86e5e84,9
1351,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1351_3ab0b243e13e.jpg,pin_1351_3ab0b243e13e.jpg,1170,746,1.5684,landscape,91.913,80.972,84.422,0.3319,0.3721,0.1752,20.5014,0.0342,eef5969461d14664,1
1352,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1352_34a04242f978.jpg,pin_1352_34a04242f978.jpg,2000,3000,0.6667,portrait,144.812,125.615,105.109,0.5059,0.2984,0.2989,43.9211,0.0739,f068833f797207cc,9
1353,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1353_8e016f8561eb.jpg,pin_1353_8e016f8561eb.jpg,1179,1156,1.0199,square-ish,143.944,135.814,126.139,0.5378,0.1841,0.252,31.9634,0.0479,a107800f1e97fcdb,2
1354,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1354_34a42388506b.jpg,pin_1354_34a42388506b.jpg,956,1280,0.7469,portrait,51.162,46.36,39.236,0.1843,0.2964,0.1799,18.2564,0.0668,b9901a4a4f6d5d56,0
1355,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1355_db31caae242c.jpg,pin_1355_db31caae242c.jpg,1080,1074,1.0056,square-ish,116.458,95.21,75.316,0.3894,0.4323,0.2032,29.7555,0.0676,9c96b3c4d8d96ce0,1
1356,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1356_83b2304f7ab4.jpg,pin_1356_83b2304f7ab4.jpg,260,266,0.9774,square-ish,127.424,111.0,133.414,0.4646,0.3508,0.3473,37.7369,0.1549,8931e48a4f651fcd,6
1357,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1357_85b07fe14cf7.jpg,pin_1357_85b07fe14cf7.jpg,1170,1184,0.9882,square-ish,109.457,85.417,93.274,0.3667,0.4104,0.164,52.5347,0.0459,b3b0c89781798ce7,4
1358,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1358_7c0d6e2238af.jpg,pin_1358_7c0d6e2238af.jpg,398,927,0.4293,portrait,162.243,153.179,150.037,0.6099,0.1232,0.2405,14.8603,0.1158,e713aeb85010f87b,7
1359,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1359_897217d346de.jpg,pin_1359_897217d346de.jpg,1416,1062,1.3333,landscape,75.076,79.707,83.483,0.3088,0.274,0.2884,28.4644,0.0189,99989ece4e474783,1
1360,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1360_394cedfdcb7b.jpg,pin_1360_394cedfdcb7b.jpg,1368,2048,0.668,portrait,76.265,48.294,25.368,0.2119,0.6807,0.1473,43.1273,0.0499,93dc951b2c7348e5,0
1361,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1361_577f35a6d2a9.jpg,pin_1361_577f35a6d2a9.jpg,736,981,0.7503,portrait,130.523,127.133,120.607,0.4996,0.1587,0.2826,17.1538,0.039,9ef0c5844b397e94,5
1362,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1362_943e9710ac7a.jpg,pin_1362_943e9710ac7a.jpg,1224,1632,0.75,portrait,108.634,103.442,96.924,0.4088,0.1967,0.2526,21.7345,0.0672,91bee30e132d64b6,9
1363,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1363_4bb6df875a22.jpg,pin_1363_4bb6df875a22.jpg,564,711,0.7932,portrait,119.833,117.339,112.779,0.461,0.1293,0.1751,14.93,0.04,95cacae33434e43b,2
1364,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1364_f11ec8bbf3bf.jpg,pin_1364_f11ec8bbf3bf.jpg,736,711,1.0352,square-ish,52.378,48.245,48.309,0.1941,0.2172,0.2088,11.679,0.0367,c8232fe09ece613d,0
1365,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1365_8a43b6a19649.jpg,pin_1365_8a43b6a19649.jpg,320,569,0.5624,portrait,156.218,126.28,69.857,0.5051,0.5273,0.213,83.5613,0.1031,b021a7df9e986079,10
1366,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1366_3af13ec4eceb.jpg,pin_1366_3af13ec4eceb.jpg,1199,1798,0.6669,portrait,191.392,169.548,157.246,0.6849,0.1868,0.1103,32.3962,0.0845,a8688726366e6737,2
1367,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1367_e92697914ffc.jpg,pin_1367_e92697914ffc.jpg,1028,935,1.0995,square-ish,217.085,208.606,190.177,0.8198,0.1505,0.2025,32.358,0.0175,fac49167d6299871,11
1368,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1368_01e2d6a6d489.jpg,pin_1368_01e2d6a6d489.jpg,960,1200,0.8,portrait,77.424,55.681,44.825,0.239,0.4308,0.1358,31.0566,0.1014,c3de98307823f761,0
1369,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1369_8da2d4453cf7.jpg,pin_1369_8da2d4453cf7.jpg,909,1200,0.7575,portrait,124.403,122.197,119.421,0.4807,0.1192,0.1816,30.6414,0.042,a3d7cde180a8b2b6,2
1370,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1370_4e6cfdf2f91b.jpg,pin_1370_4e6cfdf2f91b.jpg,595,501,1.1876,square-ish,126.782,111.967,91.052,0.447,0.3037,0.2235,33.9001,0.0875,bda0827ed8742e1d,8
1371,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1371_3bbfec47c61a.jpg,pin_1371_3bbfec47c61a.jpg,604,604,1.0,square-ish,164.46,146.875,133.276,0.5905,0.2421,0.2225,34.301,0.1354,b8a25d548eac2eb6,7
1372,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1372_4815e88a9573.jpg,pin_1372_4815e88a9573.jpg,500,500,1.0,square-ish,169.929,140.467,130.656,0.581,0.2552,0.1915,31.7323,0.0576,808f1fc67dc86371,2
1373,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1373_0c2c17b91c50.jpg,pin_1373_0c2c17b91c50.jpg,736,736,1.0,square-ish,145.036,115.556,92.891,0.4776,0.4023,0.1621,31.8952,0.0806,8566b63f891c2c73,2
1374,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1374_0def6b8139f3.jpg,pin_1374_0def6b8139f3.jpg,563,662,0.8505,square-ish,54.086,56.068,58.223,0.2185,0.492,0.1995,25.5206,0.048,ab1bf11bd29912a9,0
1375,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1375_3f0f93e24bad.jpg,pin_1375_3f0f93e24bad.jpg,1200,1200,1.0,square-ish,75.803,75.803,75.803,0.2973,0.0,0.3297,0.0,0.1482,cb5930e7c3996782,5
1376,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1376_578861fc7720.jpg,pin_1376_578861fc7720.jpg,736,974,0.7556,portrait,126.828,106.22,102.105,0.4389,0.2747,0.2843,52.2887,0.0635,df63b0cdc2994e81,9
1377,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1377_98abb67c16cc.jpg,pin_1377_98abb67c16cc.jpg,675,900,0.75,portrait,152.217,140.711,126.964,0.5591,0.202,0.2359,21.2747,0.1298,b11b87a5dcd3c889,7
1378,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1378_d96e922395ed.gif,pin_1378_d96e922395ed.gif,268,310,0.8645,square-ish,75.679,44.638,38.306,0.2086,0.6383,0.2669,65.0113,0.0716,9c62bb39669433cc,4
1379,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1379_9937815fbbc3.jpg,pin_1379_9937815fbbc3.jpg,892,1200,0.7433,portrait,140.586,133.039,112.409,0.5214,0.3087,0.2552,25.9749,0.0618,a9995a365a352787,9
1380,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1380_42713298b9a9.jpg,pin_1380_42713298b9a9.jpg,240,320,0.75,portrait,138.768,126.137,102.877,0.4991,0.4442,0.387,42.5272,0.0896,f475e95443a15af0,5
1381,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1381_9a7100a2b906.jpg,pin_1381_9a7100a2b906.jpg,736,981,0.7503,portrait,123.588,111.555,103.035,0.4477,0.2005,0.2209,31.9099,0.0524,ea7a769584994175,9
1382,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1382_d14738848205.jpg,pin_1382_d14738848205.jpg,736,1308,0.5627,portrait,107.562,93.548,89.348,0.3814,0.1702,0.2491,29.3716,0.1081,bb6ef1e6f4908083,9
1383,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1383_9b40c8677bcf.jpg,pin_1383_9b40c8677bcf.jpg,256,256,1.0,square-ish,138.203,108.395,84.933,0.4496,0.461,0.2682,55.3745,0.0825,b670c137cd0fc923,4
1384,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1384_44b8442e58b9.jpg,pin_1384_44b8442e58b9.jpg,1224,1632,0.75,portrait,163.52,160.595,159.524,0.6328,0.0885,0.282,9.5906,0.1894,e79cda231b556426,7
1385,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1385_5bd6b42f03ac.jpg,pin_1385_5bd6b42f03ac.jpg,675,1200,0.5625,portrait,122.942,167.804,141.428,0.5936,0.5698,0.1475,97.5305,0.0587,9b0247e7b81b3cf0,10
1386,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1386_77709cf3c449.jpg,pin_1386_77709cf3c449.jpg,675,1200,0.5625,portrait,182.976,182.976,182.976,0.7176,0.0,0.405,0.0,0.1268,bd8299c986d8331f,3
1387,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1387_6dc2c119d98f.jpg,pin_1387_6dc2c119d98f.jpg,675,1200,0.5625,portrait,187.468,162.126,161.907,0.6654,0.1853,0.1829,24.9186,0.0473,b8a648c9f6382f17,2
1388,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1388_d4bf18fcca7d.jpg,pin_1388_d4bf18fcca7d.jpg,640,960,0.6667,portrait,95.699,103.331,66.345,0.3797,0.5129,0.1406,44.1531,0.0691,c8c8bfb4c88b3635,4
1389,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1389_9cfb47775625.jpg,pin_1389_9cfb47775625.jpg,1127,1840,0.6125,portrait,126.302,116.053,113.796,0.4661,0.2153,0.2548,31.386,0.1093,bff2e9c280854b8d,9
1390,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1390_474d18c2c9bc.jpg,pin_1390_474d18c2c9bc.jpg,1040,1200,0.8667,square-ish,89.948,91.285,97.126,0.359,0.265,0.1661,19.3815,0.0886,964d23d6989fecc0,1
1391,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1391_9d8ffa73b19b.jpg,pin_1391_9d8ffa73b19b.jpg,1440,1314,1.0959,square-ish,173.949,157.737,137.162,0.6284,0.2398,0.1558,44.3235,0.0489,a411cfce3eb4a623,2
1392,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1392_49a40b7bfeb8.jpg,pin_1392_49a40b7bfeb8.jpg,930,1280,0.7266,portrait,144.048,136.776,134.02,0.5437,0.1041,0.3417,15.003,0.046,f88fa65333699cc0,5
1393,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1393_2648c63723d5.jpg,pin_1393_2648c63723d5.jpg,655,873,0.7503,portrait,96.859,101.372,100.856,0.392,0.4692,0.267,44.4604,0.0592,f8bed8c52948d0d5,9
1394,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1394_9e95984bfbe5.jpg,pin_1394_9e95984bfbe5.jpg,1320,1195,1.1046,square-ish,184.611,154.086,115.257,0.6227,0.3926,0.1868,40.5477,0.0538,e3d814e50b6bda32,2
1395,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1395_d3d1bd129dc3.jpg,pin_1395_d3d1bd129dc3.jpg,736,1315,0.5597,portrait,117.656,62.498,50.907,0.3046,0.5546,0.1492,79.7577,0.0458,833d7c42e3171f98,4
1396,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1396_a73d5da05ac9.jpg,pin_1396_a73d5da05ac9.jpg,480,445,1.0787,square-ish,52.845,57.349,52.106,0.2173,0.3893,0.2487,16.8652,0.065,ababa6a490c4e4fa,1
1397,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1397_4ba1d29d7e9e.jpg,pin_1397_4ba1d29d7e9e.jpg,1324,1736,0.7627,portrait,109.724,81.647,49.827,0.3389,0.5815,0.1751,63.8827,0.0714,ad90dac8d179a5a3,4
1398,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1398_4c2f20681b2d.jpg,pin_1398_4c2f20681b2d.jpg,555,555,1.0,square-ish,30.901,24.489,31.011,0.1064,0.5434,0.1703,16.8443,0.0309,96964ab4caabb54a,0
1399,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1399_a4dce8acf93c.png,pin_1399_a4dce8acf93c.png,517,469,1.1023,square-ish,100.46,84.334,79.43,0.3474,0.2182,0.3276,41.6718,0.0913,c5c00cd78bde311f,1
1400,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1400_4db13a33cbff.jpg,pin_1400_4db13a33cbff.jpg,1279,2119,0.6036,portrait,131.75,119.27,111.453,0.4789,0.1987,0.2173,17.4949,0.1047,a9c68d2dc893f09b,9
1401,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1401_4e1e99309104.jpg,pin_1401_4e1e99309104.jpg,1078,1078,1.0,square-ish,177.522,151.781,145.116,0.6224,0.205,0.3125,29.9884,0.0389,c2c06bd3c91e2f2e,5
1402,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1402_d7b00baa6691.jpg,pin_1402_d7b00baa6691.jpg,735,611,1.2029,square-ish,137.482,133.855,135.509,0.5299,0.2029,0.2325,21.3063,0.0463,c48d6ecea1b2339a,8
1403,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1403_149e128f2f2a.jpg,pin_1403_149e128f2f2a.jpg,500,746,0.6702,portrait,136.662,132.718,133.208,0.5253,0.1339,0.286,17.3612,0.0566,b47f98b4e0ba38a1,5
1404,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1404_4ec9be02fd9f.jpg,pin_1404_4ec9be02fd9f.jpg,1280,1707,0.7499,portrait,223.543,223.543,223.543,0.8766,0.0,0.1195,0.0,0.1164,fb82d4a9d5c21257,11
1405,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1405_a98098f7769f.jpg,pin_1405_a98098f7769f.jpg,1256,1651,0.7608,portrait,150.849,145.237,149.823,0.5781,0.1704,0.2467,20.5972,0.0596,c82db650e3cbcd46,2
1406,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1406_4f5a29cbd298.jpg,pin_1406_4f5a29cbd298.jpg,839,1268,0.6617,portrait,143.776,135.767,122.624,0.5359,0.1728,0.1538,21.6349,0.0669,e1355692399cddc8,2
1407,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1407_aa830a5ae32d.jpg,pin_1407_aa830a5ae32d.jpg,1080,1005,1.0746,square-ish,149.741,134.968,97.413,0.5298,0.3953,0.2244,73.8407,0.0996,b03c8745d9472f1b,10
1408,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1408_ac693ddc295b.jpg,pin_1408_ac693ddc295b.jpg,1170,1519,0.7702,portrait,68.657,58.626,42.497,0.2344,0.3931,0.1785,30.8897,0.0426,a9d2d2cde2d4d072,0
1409,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1409_13366d94303a.jpg,pin_1409_13366d94303a.jpg,720,597,1.206,square-ish,122.456,127.083,134.383,0.4964,0.2436,0.2477,17.4786,0.0492,968b68a4a1b673da,8
1410,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1410_50aac3cc1589.jpg,pin_1410_50aac3cc1589.jpg,714,1269,0.5626,portrait,124.801,120.354,113.169,0.4741,0.1935,0.291,23.7589,0.1292,9cbe50c0e626e9f1,9
1411,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1411_7902daf171d6.png,pin_1411_7902daf171d6.png,1152,2048,0.5625,portrait,68.763,59.626,50.996,0.2407,0.136,0.2599,40.3245,0.0824,867979a62197ce68,9
1412,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1412_f1b888365521.jpg,pin_1412_f1b888365521.jpg,736,981,0.7503,portrait,148.919,153.453,125.915,0.5841,0.2784,0.2689,35.2003,0.1476,9c746a811369cd9f,7
1413,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1413_86281b1df4e2.jpg,pin_1413_86281b1df4e2.jpg,498,498,1.0,square-ish,118.933,113.237,102.074,0.4457,0.1856,0.2085,17.539,0.0492,e19c1e65166ad4f1,1
1414,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1414_94215ad4bbf0.webp,pin_1414_94215ad4bbf0.webp,800,800,1.0,square-ish,100.342,76.981,59.012,0.3212,0.4123,0.1616,43.0307,0.0978,fd592d0684ecee81,4
1415,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1415_20abe7448959.jpg,pin_1415_20abe7448959.jpg,828,621,1.3333,landscape,151.002,152.081,138.208,0.589,0.2519,0.1377,38.1582,0.0931,94fa6e8ba1f4aa18,2
1416,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1416_c27fb9b3695f.jpg,pin_1416_c27fb9b3695f.jpg,505,971,0.5201,portrait,110.019,107.973,104.613,0.4243,0.1617,0.2144,16.5014,0.0917,f26dadd28630d293,9
1417,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1417_eb694710d203.jpg,pin_1417_eb694710d203.jpg,756,756,1.0,square-ish,123.067,106.471,92.855,0.4309,0.3028,0.2346,34.6982,0.0551,c1eb7ff860902617,1
1418,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1418_7fbe202d5d93.jpg,pin_1418_7fbe202d5d93.jpg,736,736,1.0,square-ish,177.021,158.767,136.545,0.6341,0.2513,0.3106,30.1297,0.0683,9073606ee7453a6b,5
1419,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1419_ca3b9014e290.webp,pin_1419_ca3b9014e290.webp,1440,1440,1.0,square-ish,154.937,136.093,124.262,0.5505,0.2517,0.2501,21.0089,0.0266,fb6c84813bd62c4d,2
1420,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1420_196405640050.jpg,pin_1420_196405640050.jpg,1200,2133,0.5626,portrait,123.679,111.922,95.564,0.4454,0.3451,0.2996,54.3478,0.0992,ba96d509e0de068f,9
1421,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1421_06e80d0fc87f.jpg,pin_1421_06e80d0fc87f.jpg,675,1200,0.5625,portrait,166.354,145.679,131.851,0.5893,0.2392,0.2496,23.9384,0.0399,a9349d64c6919e6d,2
1422,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1422_57100c2b3ce1.jpg,pin_1422_57100c2b3ce1.jpg,750,1200,0.625,portrait,137.156,118.488,100.757,0.4786,0.2934,0.2353,29.5161,0.0388,dd446ac891b118ff,9
1423,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1423_f7f1e4c4a959.jpg,pin_1423_f7f1e4c4a959.jpg,734,960,0.7646,portrait,126.115,110.271,105.265,0.4486,0.2262,0.2358,30.8536,0.0847,947a4b2d6d36326c,9
1424,C:\Users\lalad\OneDrive\Desktop\Pinterest-всякое\pin_1424_572690596c09.png,pin_1424_572690596c09.png,1080,2160,0.5,portrait,32.043,20.434,24.502,0.0955,0.4935,0.096,28.7761,0.0526,84c5f23a2bd5de22,0
